"","EC","ARS","BQF","BQS","BQS1","BR1F","BRF1","BRF2","BRS1","BRS2","CYF","CYS","EPF","EPS","ESF9","ETS","FAS","MTF","PBS","PFF","PFS","PGF","PGS","PLS","QH2F","QHS1","QHS2","QNF","QNS","RSF","RSS","RVF","SIF","SIS","SLF","SLS","TCF","TCS"
"147","1.14.14.12",12,NA,2,NA,11,7,7,11,9,6,38,11,30,5,7,7,9,8,30,8,2,19,11,NA,NA,1,37,87,43,13,18,NA,4,16,NA,52,9
"148","1.14.14.9",118,NA,24,NA,595,337,19,916,227,1450,478,23,46,42,87,267,158,33,38,3,8,49,411,NA,1518,1,75,46,26,12,14,23,1125,299,61,303,430
"149","1.14.15.11",48,NA,1,NA,10,13,4,43,31,14,54,23,26,2,29,24,9,3,19,6,3,19,2,NA,19,2,57,35,21,13,3,6,14,36,1,36,3
"150","1.14.15.12",92,NA,7,NA,36,30,8,42,86,22,143,17,35,7,58,49,25,14,49,16,3,56,3,3,151,7,79,50,18,14,7,3,24,67,1,34,6
"151","1.14.15.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"152","1.14.15.3",129,4,13,NA,47,66,1101,1,28,71,140,48,43,170,35,10,134,12,150,82,42,234,19,11,1605,20,252,204,50,24,1469,187,96,73,1,333,32
"153","1.14.15.9",1,NA,NA,NA,4,1,1,NA,1,9,11,NA,NA,24,NA,NA,NA,2,NA,3,NA,NA,NA,NA,2,NA,4,2,2,4,1,21,24,2,NA,10,2
"154","1.14.16.1",169,7,62,NA,224,1236,282,22,136,100,437,49,76,2203,35,84,489,32,333,173,197,457,17,17,2659,32,486,347,73,43,238,3173,295,168,NA,392,66
"155","1.14.18.3",32,1,3,NA,448,197,138,725,1774,NA,9,367,193,59,64,1,9,11,191,130,11,96,467,NA,265,6,2281,383,NA,1,3,53,18,29,6,183,718
"156","1.14.19.6",1,NA,NA,NA,4,NA,9,1,1,21,18,NA,NA,91,1,10,17,2,NA,132,6,NA,NA,4,1,NA,7,2,7,NA,NA,93,128,7,NA,NA,1
"157","1.14.19.n4",7,NA,2,NA,14,39,811,NA,2,9,25,1,35,30,4,5,65,10,57,6,12,17,1,NA,3,2,130,42,64,29,1232,25,11,10,NA,250,12
"158","1.14.21.7",91,NA,NA,NA,18,14,10,24,32,13,107,10,22,5,34,61,12,NA,22,8,17,56,3,1,26,3,86,24,22,20,7,6,18,76,NA,46,3
"159","1.14.21.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","1.14.99.15",126,NA,16,NA,16,8,8,NA,4,1,31,16,36,19,17,6,4,2,60,16,23,134,5,1,2,NA,177,103,23,21,8,14,27,20,NA,53,6
"161","1.14.99.3",1,3,5,NA,25,18,14,4,20,176,118,1,8,300,5,35,37,4,7,271,4,2,NA,5,1672,NA,38,17,25,3,2,157,326,35,1,19,2
"162","1.14.99.44",NA,NA,12,NA,8,4,203,6,5,8,12,4,26,21,4,39,14,NA,26,29,23,283,1,1,1,2,116,24,57,31,17,12,36,47,24,15,14
"163","1.14.99.46",36,NA,24,NA,84,49,16,1,3,45,30,11,35,61,18,1,17,36,53,12,316,212,4,2,2,2,97,95,86,28,18,57,42,42,NA,79,4
"164","1.14.99.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","1.15.1.1",872,8,254,NA,1539,1851,2967,1190,1900,1711,2803,1212,2131,2637,736,2884,1583,139,2701,1337,472,2513,942,7623,11229,3034,3190,3780,983,881,3873,3814,1898,1216,312,2009,901
"166","1.15.1.2",NA,NA,44,NA,115,35,322,42,618,217,17,492,528,33,22,439,246,NA,332,158,87,398,59,49,31,62,42,163,505,380,48,29,310,109,174,115,69
"167","1.16.1.9",4,NA,NA,NA,10,6,3,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,2,NA,NA,NA,NA,10,NA
"168","1.16.3.1",270,NA,64,NA,303,609,815,86,139,163,677,434,365,1419,212,251,265,412,395,192,87,163,47,1945,6060,309,959,397,183,187,929,2426,420,258,29,635,90
"169","1.16.3.2",NA,NA,NA,NA,12,13,8,NA,NA,1,4,NA,3,20,NA,NA,3,NA,7,4,3,1,NA,NA,1,1,7,6,4,7,NA,16,13,1,NA,7,NA
"170","1.17.1.10",408,838,1015,831,1854,1310,1530,1678,4855,1202,1448,3773,5419,784,1385,6435,1645,364,2293,681,415,2909,585,476,5272,967,1322,1548,3448,2238,663,1086,7847,1457,1425,1313,1057
"171","1.17.1.2",1076,7,250,3,1325,2368,2755,1310,1770,892,3848,1368,1699,2795,1339,1215,993,1440,2715,1115,648,2337,585,9631,15342,2010,3541,3834,658,467,3140,4094,1156,1096,119,2121,500
"172","1.17.1.8",791,3,99,NA,1238,2215,2188,1223,1868,1046,1220,1486,2412,3313,729,1196,1655,586,2053,846,419,1545,1782,7083,12286,1558,2508,3148,973,768,2157,4721,1764,784,218,1554,962
"173","1.17.1.9",65,NA,110,NA,242,120,632,208,2053,130,232,295,951,18,85,1205,585,4,971,440,135,393,54,11,47,11,178,444,618,347,91,20,282,268,373,210,104
"174","1.17.2.1",1246,3,174,1,414,249,160,406,687,221,1763,265,552,239,524,826,239,200,956,351,1574,2029,143,52,671,66,1000,1125,503,389,229,120,499,599,186,549,172
"175","1.17.4.1",404,5,100,2,1015,3066,2163,110,160,340,576,686,375,3851,175,201,650,1715,1649,749,373,580,328,3311,7636,645,2115,2923,468,78,2102,6399,1186,570,18,1351,119
"176","1.17.7.1",300,3,87,1,1223,668,190,1485,716,662,1174,262,449,383,342,663,435,27,828,579,129,683,328,1159,6372,894,502,788,335,317,63,316,740,326,77,465,515
"177","1.17.7.3",558,18,161,NA,1621,1546,2750,1592,2218,2572,2511,1471,2902,513,1118,3172,3298,2050,1479,517,709,1498,8799,264,3436,340,1246,1088,1506,1383,3240,428,2841,1019,630,1723,4598
"178","1.17.99.6",56,NA,6,NA,88,113,180,59,127,64,216,37,57,40,55,100,49,4,95,54,26,187,56,55,466,108,138,231,57,41,18,23,98,108,19,111,92
"179","1.18.1.1",32,3,14,NA,41,140,2631,15,99,59,127,146,105,64,31,47,91,17,239,125,106,265,24,17,8,54,289,84,40,21,4490,58,37,48,21,423,33
"180","1.18.1.2",317,22,32,10,1254,589,469,1618,619,1720,1376,135,375,614,403,1132,1683,368,463,471,122,568,375,863,5600,132,511,545,423,230,412,690,580,620,140,679,537
"181","1.18.1.3",42,1,6,NA,24,333,1881,NA,1,2,14,2,7,54,1,5,75,4,90,13,51,74,4,58,1,8,237,111,30,4,4053,35,8,8,NA,251,1
"182","1.18.6.1",35,2,364,NA,702,369,1198,549,1608,963,323,3204,5436,722,99,1195,504,5809,3268,1208,998,4454,209,1277,3385,520,3328,3169,875,878,382,614,2844,245,119,638,216
"183","1.2.1.10",430,1,48,NA,578,309,371,928,137,779,442,224,232,180,103,348,393,69,466,178,49,153,100,1,343,9,2247,1180,163,85,112,166,120,311,76,440,106
"184","1.2.1.11",1594,3,292,1,2180,4012,4906,1523,3626,2686,3202,3667,6577,5834,1122,2162,4054,1663,5877,2511,1100,3879,6107,22925,27066,4988,6687,6563,2651,2393,5118,8460,4120,1957,490,3855,3574
"185","1.2.1.12",1674,18,596,NA,3838,3923,4097,3644,5473,4320,5670,4398,7008,10499,2302,6309,5004,1711,6378,2856,1511,5602,6471,18175,19873,5265,5572,7732,4005,3222,1934,15326,6813,3126,1993,4658,4578
"186","1.2.1.16",84,5,14,2,189,94,50,177,169,126,308,43,102,40,89,215,49,24,118,71,75,150,72,87,1047,112,167,204,98,63,42,39,63,85,9,144,89
"187","1.2.1.19",382,82,197,79,401,306,475,327,353,204,681,147,521,537,261,317,226,343,408,230,88,766,56,16,1025,47,798,504,419,286,231,776,976,415,29,981,158
"188","1.2.1.20",109,37,72,21,172,218,317,164,391,74,355,116,290,256,128,115,151,66,281,125,87,394,46,106,3234,136,395,320,82,85,245,407,170,185,15,302,66
"189","1.2.1.26",169,8,73,NA,140,288,397,73,30,80,213,43,103,123,58,55,127,20,218,93,83,616,14,6,9,20,312,242,104,81,511,86,122,139,9,230,24
"190","1.2.1.3",252,95,122,91,166,162,69,174,116,113,461,62,178,78,140,227,104,198,218,64,74,343,38,2,319,17,559,231,154,107,88,68,101,226,43,298,38
"191","1.2.1.41",655,7,161,1,1022,1008,1494,1025,2288,2257,1435,1427,2843,1578,903,1792,1876,666,2032,927,397,2001,2653,3177,7741,944,1610,2112,1712,1518,1185,2192,2437,1159,532,1428,1716
"192","1.2.1.5",394,30,114,9,577,1795,509,413,296,278,1045,141,338,2867,330,436,522,275,740,354,208,1394,109,29,712,58,1216,1364,303,161,213,4141,382,370,45,760,172
"193","1.2.1.59",108,4,15,NA,324,212,274,304,306,309,323,180,249,129,114,443,228,43,152,140,70,252,559,101,1374,53,117,146,154,123,192,103,428,209,134,209,377
"194","1.2.1.69",606,136,327,120,770,728,3271,554,831,198,844,746,551,768,230,575,356,116,1654,560,776,2475,160,18,768,73,2231,2141,498,278,3688,767,352,384,76,1417,155
"195","1.2.1.70",300,2,74,NA,506,755,1116,507,1117,354,952,779,1328,1398,419,793,522,446,1282,509,133,1025,671,6757,4269,1203,1225,1658,445,390,982,1823,1049,408,120,698,508
"196","1.2.1.71",114,6,26,2,184,709,2421,39,75,36,411,44,72,117,61,102,204,27,251,59,259,128,11,10,176,24,404,300,115,65,3102,87,86,138,14,597,37
"197","1.2.1.72",40,NA,1,NA,82,444,400,28,81,16,108,43,28,49,15,17,31,11,71,17,64,73,21,1,113,1,171,161,22,11,281,50,33,35,4,126,38
"198","1.2.1.79",635,243,372,193,790,734,465,608,758,436,1482,347,759,824,534,1088,579,986,892,610,320,2053,190,185,3691,292,1062,1026,538,397,486,1147,871,627,150,1038,234
"199","1.2.1.8",1129,722,667,761,1051,814,801,1103,655,685,1920,240,616,1006,652,1292,542,387,885,297,447,1734,200,19,2410,76,1633,1123,639,338,2729,1201,540,923,175,1164,328
"200","1.2.1.80",NA,NA,NA,NA,26,4,15,3,8,87,62,NA,NA,181,NA,14,18,NA,NA,284,NA,NA,NA,5,1375,1,15,NA,2,NA,1,97,234,11,NA,3,NA
"201","1.2.1.81",89,NA,6,NA,46,26,40,39,14,38,367,45,53,17,135,22,16,6,135,79,16,267,8,3,32,19,172,215,20,35,25,14,45,147,NA,136,30
"202","1.2.1.88",707,670,684,509,1715,900,612,2502,1782,1544,3438,555,1009,186,898,2619,1123,186,1073,328,202,2008,296,104,2979,144,387,866,629,592,184,142,1320,844,452,710,406
"203","1.2.1.9",56,1028,883,1079,113,46,152,129,72,46,78,44,48,21,32,69,58,453,72,24,19,51,13,64,346,93,33,40,27,24,161,7,69,29,29,54,17
"204","1.2.1.92",14,85,91,60,47,27,15,61,61,32,40,19,32,7,17,168,21,6,30,9,5,91,5,1,132,3,34,28,30,20,15,8,16,38,14,27,4
"205","1.2.1.n2",49,NA,25,3,68,104,1836,24,83,186,232,90,153,2040,75,109,230,50,489,279,44,312,35,33,2132,37,695,734,153,115,3471,3370,293,196,4,622,130
"206","1.2.2.3",11,NA,17,NA,63,30,159,59,370,37,246,61,130,9,45,217,110,2,254,58,61,268,6,2,6,19,38,71,140,79,43,7,50,50,44,43,17
"207","1.2.3.3",9,1,1,NA,12,9,5,15,13,NA,35,2,25,6,8,10,3,115,12,4,2,5,1,1,NA,2,18,15,50,20,3,2,19,6,2,11,NA
"208","1.2.4.1",3077,8,699,2,2196,3880,4059,1472,3963,2412,8543,2154,3549,5261,1912,3150,3062,320,6521,2967,1282,9394,1262,12749,30605,3334,7270,8865,2061,1474,4173,7339,4333,3265,395,4869,1399
"209","1.2.4.4",2018,318,647,278,5439,3457,1402,6261,5660,4550,6114,1236,2727,551,2066,9053,4760,2663,2599,1548,362,4305,1393,454,8188,775,2171,3585,1839,1469,679,534,3628,2692,1447,2520,1519
"210","1.2.5.1",117,4,1,NA,144,101,41,2,3,15,27,14,53,20,10,2,53,17,101,19,27,58,9,2,11,NA,141,82,121,38,44,13,35,13,NA,103,5
"211","1.2.7.10",171,3057,2528,2931,313,243,252,495,1439,361,439,360,694,34,152,1035,396,109,227,125,67,454,550,21,34,57,76,255,345,246,88,31,641,204,545,179,418
"212","1.2.7.3",531,3119,3092,2951,1957,1052,662,2786,3705,4518,2762,1628,2491,171,1184,4028,5061,1320,1592,825,253,2598,14262,361,2278,990,670,1582,1582,1219,406,164,3081,1678,1286,2044,9067
"213","1.2.7.4",8,NA,138,1,1250,858,807,1364,2508,794,53,1606,1947,109,365,3516,1059,5,1005,334,123,1362,271,493,1168,931,99,288,1292,772,369,114,3299,739,2175,503,218
"214","1.2.99.2",1377,29,162,25,1193,690,176,1947,1269,607,3572,365,1076,265,1107,1845,457,119,889,262,222,1855,185,59,2687,106,1583,1486,824,576,189,178,1975,1527,230,830,271
"215","1.20.4.1",20,NA,11,NA,13,10,16,10,42,10,21,25,37,11,28,35,10,5,15,9,1,26,499,3,NA,15,32,31,7,16,6,7,23,28,10,56,290
"216","1.20.4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","1.21.98.1",229,4,44,3,579,275,205,678,689,398,1282,208,599,32,228,689,554,18,312,150,37,464,879,24,641,52,235,243,264,264,57,24,480,256,98,227,492
"218","1.21.99.5",NA,NA,9,NA,1,NA,6,3,51,NA,13,13,20,2,6,106,4,NA,14,1,1,21,6,3,3,2,4,5,48,11,1,3,46,11,46,2,1
"219","1.3.1.1",32,1,16,NA,71,44,35,23,86,81,111,50,75,28,49,85,90,48,122,49,25,252,11,11,45,17,82,85,64,42,20,32,171,51,22,65,9
"220","1.3.1.104",38,2,19,NA,245,152,63,375,256,211,85,83,174,11,98,413,51,18,175,46,9,164,239,24,288,27,56,74,177,153,40,7,217,233,101,255,339
"221","1.3.1.12",1,NA,NA,NA,NA,NA,3,4,4,NA,6,3,4,3,2,2,1,7,9,5,NA,10,NA,NA,2,2,14,15,3,1,NA,4,4,5,NA,17,3
"222","1.3.1.14",228,1,69,3,288,171,383,456,932,396,498,654,1354,103,135,700,628,93,571,286,79,886,1587,171,812,390,211,467,801,746,167,85,1234,341,190,355,855
"223","1.3.1.28",6,NA,13,NA,38,26,7,9,26,7,28,NA,18,8,16,25,19,1,13,2,10,25,3,3,24,13,20,78,25,6,15,8,6,25,5,21,2
"224","1.3.1.31",103,2,24,NA,33,26,100,36,124,4,78,173,227,29,80,170,88,15,203,82,80,266,21,7,4,14,135,82,334,156,132,32,254,70,237,64,22
"225","1.3.1.34",264,3,43,NA,298,907,5112,16,118,132,596,346,521,5164,234,20,614,92,1358,1282,433,581,192,672,11232,911,2321,3396,170,176,7549,7395,741,321,8,1744,318
"226","1.3.1.44",9,NA,7,NA,20,80,45,17,3,4,28,7,7,11,5,24,4,13,29,12,15,62,1,4,NA,13,49,55,5,12,8,12,7,6,NA,26,13
"227","1.3.1.56",23,NA,NA,NA,40,11,10,93,7,10,21,3,11,3,5,8,3,1,16,6,6,19,NA,NA,10,NA,175,29,8,6,6,8,9,23,2,15,9
"228","1.3.1.84",357,NA,75,1,510,1688,633,146,377,372,831,576,778,443,267,179,842,92,976,518,270,1163,175,2270,3098,578,1228,1843,273,194,149,305,1131,522,36,761,151
"229","1.3.1.86",36,2,6,NA,70,35,39,51,65,123,142,40,147,40,83,169,101,39,135,57,35,179,11,2,46,1,645,230,215,128,59,33,108,145,8,528,32
"230","1.3.1.9",1191,21,231,NA,1895,2124,2259,2370,1888,2176,3589,1353,2123,3067,1485,1584,2754,1520,3079,1255,856,3399,5719,9858,13629,2215,3587,4068,946,748,2464,4155,1957,1961,233,2665,3197
"231","1.3.1.91",253,5,106,NA,500,1865,1877,74,185,295,1067,380,367,3077,238,127,824,524,1045,386,236,1022,126,9899,3486,1144,2141,1375,241,123,2313,3998,871,426,13,1060,140
"232","1.3.1.98",108,1,20,NA,281,525,906,227,434,171,338,295,313,1242,89,263,274,28,515,279,114,441,149,1138,4327,494,618,1096,225,189,833,1743,359,158,50,423,83
"233","1.3.1.n3",308,NA,64,NA,124,250,939,11,73,42,511,78,103,544,136,34,129,35,314,129,205,848,26,5,1270,12,494,415,103,81,1968,775,138,171,2,318,28
"234","1.3.3.3",943,4,115,1,639,1871,2369,268,1127,419,1987,947,1318,3508,352,352,913,1096,2325,1262,408,1533,401,9893,10923,2094,2702,3426,213,187,2246,4679,995,827,49,1527,361
"235","1.3.3.4",9,1,NA,NA,33,31,82,36,45,13,37,24,46,7,15,49,25,1,57,23,2,9,53,NA,141,NA,18,163,49,9,11,3,80,19,8,51,33
"236","1.3.5.1",1184,783,1055,722,1932,3055,2974,2153,2564,2436,3098,1671,2730,3443,1076,1816,2634,887,3963,1521,1146,3505,4787,10293,15273,2744,4267,5099,1254,889,2563,4784,2585,1880,488,3145,4066
"237","1.3.5.2",285,6,117,NA,492,854,1496,356,693,429,648,611,812,1011,220,264,554,339,1470,620,287,793,478,6456,8741,1578,1730,2649,217,189,1890,1409,629,379,53,855,317
"238","1.3.5.4",898,1573,1556,1558,838,891,483,984,1270,820,1749,709,1156,291,741,1060,965,420,1040,709,231,1469,2854,244,7157,512,799,1183,806,592,209,269,1993,982,733,1120,2125
"239","1.3.5.5",NA,NA,NA,NA,45,21,9,25,7,91,167,2,24,251,NA,55,106,NA,1,381,30,3,5,22,1436,15,28,5,20,2,5,157,295,35,8,18,11
"240","1.3.7.5",NA,NA,NA,NA,5,2,17,3,7,13,66,NA,NA,109,NA,21,18,NA,NA,260,NA,NA,NA,2,1162,2,14,NA,4,NA,1,72,101,10,NA,2,NA
"241","1.3.7.7",133,11,308,NA,610,298,273,389,194,1100,1216,163,190,1642,43,309,1464,85,313,268,2386,3166,59,947,3004,417,881,269,301,132,185,1191,1872,769,34,909,66
"242","1.3.8.10",270,3,137,23,636,392,577,604,1442,512,1078,568,1064,162,393,1984,460,56,769,466,165,1079,110,227,1382,427,493,757,659,458,331,167,783,414,338,516,151
"243","1.3.8.11",230,2,42,1,467,300,240,607,801,476,556,396,870,264,257,1034,394,310,607,467,75,516,174,184,594,392,314,617,635,543,280,365,1113,316,191,352,223
"244","1.3.8.2",4,NA,2,NA,12,5,18,7,47,39,17,10,38,17,24,37,27,6,54,18,4,24,NA,42,40,92,20,20,41,22,16,4,108,20,2,60,11
"245","1.3.98.1",31,2,NA,NA,42,11,7,26,28,49,75,8,4,9,326,92,5,2,15,4,10,4,3,7,613,15,19,25,3,4,6,8,8,17,7,51,1
"246","1.3.99.22",178,NA,127,NA,570,1197,544,397,798,1306,877,566,637,1605,199,676,2290,727,1151,876,177,1250,6726,6567,6072,1104,1037,2023,183,156,156,2063,709,565,107,1072,3076
"247","1.3.99.27",2,NA,20,NA,57,25,19,38,30,147,95,4,32,98,10,56,120,NA,31,18,130,192,3,48,453,31,46,21,21,24,15,66,146,60,15,77,8
"248","1.3.99.28",30,NA,15,NA,138,69,34,105,59,308,248,29,92,260,31,131,348,11,74,46,196,612,88,177,550,81,124,89,99,51,26,179,439,243,40,175,97
"249","1.3.99.33",3,NA,NA,NA,1,1,2,NA,3,NA,1,NA,1,NA,NA,2,1,NA,8,NA,NA,NA,NA,NA,5,1,5,3,NA,NA,NA,1,NA,2,1,NA,NA
"250","1.3.99.4",65,1,2,NA,89,40,18,115,133,68,135,39,60,354,68,117,171,17,120,33,7,119,8,NA,31,4,158,151,102,40,47,502,27,79,22,156,16
"251","1.4.1.1",1495,15,331,NA,2501,1592,1696,2747,3548,2995,5215,1804,3756,990,2406,3200,1940,716,2975,1522,586,3622,927,227,20135,603,3196,3751,2612,2179,790,669,3959,2149,441,2963,1477
"252","1.4.1.11",8,NA,2,NA,20,9,57,4,40,71,20,198,330,27,23,16,151,17,264,306,115,167,168,45,10,61,338,1600,175,123,20,36,330,15,6,93,97
"253","1.4.1.16",1,NA,1,NA,13,10,76,NA,35,12,4,22,46,26,1,48,11,NA,39,8,9,NA,NA,2,NA,7,39,5,62,69,42,4,24,5,18,45,7
"254","1.4.1.2",1294,1388,1452,1363,2475,2005,2810,2208,2422,1533,4306,1100,1721,875,1384,3005,1737,1075,2933,1217,675,1993,448,169,8518,231,3757,3161,1814,1119,1113,683,2276,1935,741,3298,809
"255","1.4.1.21",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
"256","1.4.1.23",110,4,1,NA,414,385,267,362,193,219,992,139,276,115,237,697,250,90,234,71,64,93,126,19,228,32,292,256,281,178,143,80,351,232,117,299,91
"257","1.4.1.3",1036,1862,1835,1758,3164,2475,2080,3947,2896,2562,3733,959,1444,1490,1420,4748,1922,1406,1445,461,413,3152,651,193,6193,327,1161,1375,1224,1010,2841,2205,3133,1468,1545,1472,988
"258","1.4.1.4",443,7,323,NA,725,348,3102,348,1827,261,1123,2214,4862,826,632,1771,792,24,3109,1507,490,3352,371,11454,1373,6148,1021,3063,2775,2892,4389,740,2908,636,197,1289,489
"259","1.4.3.16",1014,325,503,265,2194,3611,3833,1914,3633,1337,2728,2375,4061,5081,866,2877,1478,956,4368,2212,731,3697,1209,18955,18465,4377,4356,6440,1682,1608,4049,6833,2444,1370,527,2139,1200
"260","1.4.3.19",11,NA,NA,NA,2,2,5,3,1,NA,8,1,2,2,9,3,NA,NA,3,3,1,3,2,NA,NA,1,26,5,NA,2,NA,3,2,4,NA,1,NA
"261","1.4.3.20",1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,2,NA,NA,9,NA,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","1.4.3.21",72,NA,NA,NA,42,110,78,NA,NA,3,10,NA,NA,7,2,NA,74,2,17,NA,NA,NA,NA,NA,1,NA,11,3,8,2,198,5,NA,12,2,30,2
"263","1.4.3.5",16,NA,14,NA,70,179,85,9,78,31,99,111,55,31,16,85,28,3,183,40,7,92,8,2077,179,243,69,103,54,19,17,21,57,69,7,86,21
"264","1.4.7.1",4205,248,1196,293,5069,5659,6005,5548,7040,6999,10940,3505,6238,8609,4736,7213,7434,3208,8460,5430,2385,12182,13489,15575,33868,4141,9773,12688,3611,3122,6117,10951,5407,4689,834,6959,9188
"265","1.4.99.1",462,NA,52,NA,266,548,2959,17,297,150,554,286,514,3153,146,37,358,69,675,454,283,543,82,358,2953,369,1430,1283,188,154,4102,4312,377,340,8,939,83
"266","1.4.99.5",75,1,1,NA,22,9,9,16,9,7,67,4,10,5,7,13,3,NA,5,3,12,49,NA,1,4,1,25,257,15,19,7,NA,8,12,2,9,1
"267","1.5.1.2",102,NA,5,NA,126,80,51,99,149,60,182,110,212,43,124,202,119,4,100,72,13,166,61,93,85,46,84,158,117,94,18,41,201,68,58,88,42
"268","1.5.1.20",125,1,34,NA,182,270,368,32,160,95,422,185,228,447,120,39,148,40,395,152,224,483,111,1089,2238,208,604,790,135,99,238,579,202,146,4,279,76
"269","1.5.1.21",9,NA,NA,NA,12,7,23,8,7,NA,1,NA,1,2,1,2,2,1,3,1,2,5,NA,NA,5,NA,9,2,1,3,8,NA,2,3,NA,4,2
"270","1.5.1.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,5,NA,NA,NA,NA
"271","1.5.1.3",87,NA,19,NA,110,334,222,26,209,93,181,135,208,632,50,62,79,12,326,124,37,211,26,2278,1825,425,329,396,69,54,54,872,180,90,6,232,40
"272","1.5.1.34",NA,NA,4,NA,10,17,83,NA,22,8,NA,47,140,23,NA,1,6,NA,25,43,6,5,25,156,NA,37,38,211,7,5,50,35,NA,1,NA,47,2
"273","1.5.1.36",15,NA,3,NA,35,26,5,17,28,306,9,7,14,7,6,23,10,3,4,2,2,6,95,1,33,NA,19,9,2,6,3,4,74,33,6,81,89
"274","1.5.1.38",NA,1,2,NA,97,49,100,170,NA,23,3,2,28,8,1,8,22,4,7,3,16,10,15,1,NA,1,5,9,16,11,2,6,36,20,4,16,29
"275","1.5.1.39",NA,NA,NA,NA,8,16,8,29,3,17,4,NA,3,3,NA,18,5,33,5,13,2,NA,70,1,NA,NA,27,193,1,NA,4,NA,NA,32,8,22,76
"276","1.5.1.42",27,NA,2,NA,29,29,219,NA,5,NA,32,1,8,25,13,3,14,4,33,1,91,78,NA,NA,2,NA,57,18,9,2,430,18,14,8,NA,53,NA
"277","1.5.1.43",2,NA,3,NA,22,16,101,5,64,58,37,76,143,51,5,66,32,2,70,68,42,83,27,156,423,202,50,46,140,103,17,39,169,40,21,43,44
"278","1.5.1.45",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","1.5.1.47",13,NA,NA,NA,1,1,1,2,12,NA,13,18,13,3,7,NA,3,2,10,NA,NA,1,NA,1,NA,1,21,7,16,11,1,1,4,3,NA,10,2
"280","1.5.1.49",68,NA,24,NA,104,90,27,186,134,100,232,121,148,280,40,196,52,1,100,38,12,144,34,8,1058,28,92,64,125,113,44,294,278,92,67,94,47
"281","1.6.1.2",3139,33,611,5,5579,6189,4878,4574,5363,3133,9454,2031,3992,8481,2579,5476,3773,563,6028,3000,2499,8416,1874,10077,23298,3238,8762,10637,2362,1804,5424,12243,3793,3642,615,4955,2117
"282","1.6.3.4",NA,NA,NA,NA,10,7,34,3,39,7,12,154,148,26,2,29,61,26,90,58,9,56,12,38,213,68,49,78,46,45,17,30,128,13,130,22,20
"283","1.6.5.11",NA,NA,NA,NA,33,24,NA,1,NA,451,2,NA,2,3,1,1,530,NA,NA,NA,NA,NA,87,NA,117,NA,NA,NA,NA,1,NA,2,176,32,3,68,66
"284","1.6.5.2",445,31,125,NA,525,479,1339,324,547,359,712,439,701,291,126,435,517,1891,1034,583,520,1530,158,41,2087,75,1106,1428,626,409,1926,235,663,367,114,876,185
"285","1.6.99.1",384,391,503,381,403,457,696,281,956,719,643,461,930,999,315,920,948,825,978,547,422,2289,217,82,2327,198,790,1170,806,602,730,1324,1156,502,257,586,243
"286","1.6.99.3",NA,NA,13,NA,1,NA,NA,NA,3,20,1,24,16,8,NA,NA,NA,NA,5,NA,4,2,2,NA,NA,1,10,1,4,1,2,4,1,1,NA,7,NA
"287","1.7.1.13",271,3,47,NA,651,1346,1005,469,894,394,1047,542,839,536,230,553,706,272,1120,535,240,693,1018,1825,2973,525,1208,1648,342,283,720,703,563,356,91,719,444
"288","1.7.1.15",26,NA,NA,NA,17,3,5,1,NA,NA,NA,4,NA,2,NA,NA,NA,NA,2,NA,6,19,NA,NA,NA,1,3,5,2,NA,2,4,1,2,NA,9,NA
"289","1.7.2.1",25,NA,NA,NA,18,4,7,1,15,8,52,48,33,5,46,10,3,4,86,12,3,18,1,NA,2,5,147,57,53,22,20,1,10,6,1,82,4
